,Airport,Degree,Strength,Cluster_Coefficient,Average Length,Max Length,EigenVector Centrality,Betweenness,PageRank
3155,VAT,2,2.0,0.0,7.10696662,13.0,3.34e-05,1.0333333333333332,0.00014252370692978126
3156,VAV,5,5.0,0.1,6.55327258,13.0,0.00015977,7244.952941176473,0.00038903071817070537
3157,VAW,1,1.0,,8.26674027,15.0,2e-06,0.0,9.147005370326792e-05
3158,VBV,1,1.0,,6.9808749,13.0,1.184e-05,0.0,0.00011041094674571414
3159,VBY,2,2.0,1.0,5.69303406,13.0,0.00795981,0.0,9.946506227267959e-05
3160,VCD,2,2.0,0.0,7.73733472,13.0,4.72e-06,1807.5,0.00019917328442216193
3161,VCE,30,30.0,0.66436782,5.24545316,12.0,0.25957601,674.9724236598964,0.0005949767798316053
3162,VCT,1,1.0,,5.58321402,13.0,0.00852544,0.0,6.113127071678622e-05
3163,VDA,5,5.0,1.0,5.17286476,12.0,0.05809101,0.0,0.00014129479274845044
3164,VDB,1,1.0,,6.25565502,13.0,0.00511135,0.0,6.413398099914729e-05
3165,VDC,3,3.0,0.66666667,6.6009089,14.0,0.00070319,2.3523809523809525,0.0001506142978589363
3166,VDE,3,3.0,1.0,6.15105665,13.0,0.00981689,0.0,9.080786591399644e-05
3167,VDM,5,5.0,0.4,5.58774397,13.0,0.00341146,1810.5637973137975,0.0002539097938018462
3168,VDS,6,6.0,0.53333333,7.26687486,14.0,0.00011088,3910.4714285711357,0.00031761843874941715
3169,VDZ,1,1.0,,5.73091964,13.0,0.00138838,0.0,8.546645461778772e-05
3170,VEE,6,6.0,0.53333333,6.74772541,14.0,0.00013603,3011.999999999692,0.00037781772248147473
3171,VEL,1,1.0,,6.01869908,13.0,0.00404403,0.0,6.443070612846113e-05
3172,VER,10,10.0,0.44444444,5.53519893,13.0,0.02014756,302.3276211159194,0.0003038439990277307
3173,VEY,1,1.0,,6.11801037,13.0,0.00239264,0.0,7.227814864925853e-05
3174,VFA,5,5.0,0.4,5.65665295,12.0,0.00682023,3325.6830415705826,0.00024093557105361814
3175,VGO,4,4.0,0.66666667,5.95887074,13.0,0.02070189,3.125828684293319,0.00011712133947642498
3176,VHM,2,2.0,1.0,5.68596935,13.0,0.00778883,0.0,0.00011527781710399266
3177,VIA,1,1.0,,6.7771431,14.0,0.00013738,0.0,7.790029298214322e-05
3178,VIC,2,2.0,0.0,5.23960296,12.0,0.01125347,773.8889604773531,9.957925478931541e-05
3179,VIE,115,115.0,0.24485126,4.72953178,12.0,0.59472585,42244.65043989417,0.0023460941894156407
3180,VIG,2,2.0,1.0,6.27308995,13.0,0.00361812,0.0,0.00010034960387278249
3181,VII,1,1.0,,7.28050885,13.0,3.551e-05,0.0,8.596460340335375e-05
3182,VIJ,3,3.0,1.0,5.82825766,13.0,0.00544803,0.0,0.00011239551582623356
3183,VIL,2,2.0,1.0,6.3667583,13.0,0.00186086,0.0,9.094660540576073e-05
3184,VIS,2,2.0,1.0,5.20167884,12.0,0.00923995,0.0,0.00010931234208372868
3185,VIT,6,6.0,0.73333333,5.98943854,13.0,0.0352415,5.393729457045509,0.00015117005578765605
3186,VIV,2,2.0,1.0,7.72871859,12.0,5.62e-06,0.0,0.0001640589087394911
3187,VIX,5,5.0,1.0,5.77105735,13.0,0.00740326,0.0,0.00018937775008814122
3188,VKG,1,1.0,,7.27591012,13.0,1.742e-05,0.0,0.00011396398187836691
3189,VLC,16,16.0,0.70833333,5.21602883,12.0,0.13206181,88.81540463186822,0.00032855938875176935
3190,VLD,2,2.0,1.0,5.5287676,13.0,0.01100613,0.0,0.00010492575665649464
3191,VLI,20,20.0,0.14736842,5.85327946,11.0,0.00499197,103829.83952763076,0.0010902287569683983
3192,VLK,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.4811752025577e-05
3193,VLL,5,5.0,0.5,5.23872222,12.0,0.03312513,77.97543849561508,0.00013638633913674568
3194,VLN,8,8.0,0.64285714,5.86291902,13.0,0.01521591,152.69863461256585,0.00026058176448600707
3195,VLS,2,2.0,0.0,7.85330065,13.0,3.15e-06,0.5,0.00018173674834972295
3196,VLV,1,1.0,,6.27363912,13.0,0.00351174,0.0,6.817064601196554e-05
3197,VME,2,2.0,1.0,5.59002053,13.0,0.00327461,0.0,0.00012661189052394067
3198,VMI,1,1.0,,7.56853449,15.0,3.28e-06,0.0,0.00011806590485912308
3199,VMU,2,2.0,0.0,8.72752837,13.0,1.4e-07,2.333333333333333,0.0001931103603911893
3200,VNO,14,14.0,0.92307692,5.32188029,12.0,0.13440081,29.525910063718317,0.00032089783452621213
3201,VNS,6,6.0,0.46666667,5.67162816,12.0,0.00649052,2152.6812323737604,0.0002430460395795512
3202,VOG,7,7.0,0.71428571,5.44418649,12.0,0.02882575,8.518109524101796,0.00018651585119162746
3203,VOH,2,2.0,1.0,7.10557188,13.0,3.478e-05,0.0,0.0001245445290297811
3204,VPN,3,3.0,0.66666667,7.11809664,14.0,8.821e-05,0.5,0.00021827903141749725
3205,VPS,5,5.0,1.0,5.49810239,13.0,0.02910772,0.0,0.00013822749594022773
3206,VQS,3,3.0,0.66666667,5.82836622,13.0,0.00464655,62.442677076627824,0.00012342682101065475
3207,VRA,14,14.0,0.72527473,5.09214391,12.0,0.1186931,165.5525883926599,0.0003248217060698023
3208,VRC,1,1.0,,5.71725971,11.0,0.00215058,0.0,7.638158651182697e-05
3209,VRK,2,2.0,1.0,5.79109519,13.0,0.0056501,0.0,0.00011171707258301774
3210,VRN,17,17.0,0.55147059,5.25147639,12.0,0.13218694,258.5576149333725,0.000356746375422413
3211,VRY,1,1.0,,7.25977916,14.0,0.00010197,0.0,8.52631559287356e-05
3212,VSA,7,7.0,0.61904762,5.80703061,13.0,0.01026971,450.39758734281094,0.00023080653179385514
3213,VST,4,4.0,0.83333333,5.38429296,12.0,0.0189836,0.14285714285714285,0.00012693488009891046
3214,VTE,10,10.0,0.13333333,5.77657794,12.0,0.00805788,14781.206802399405,0.0004982969647103998
3215,VTU,1,1.0,,5.80006202,13.0,0.00381542,0.0,6.56499421749275e-05
3216,VTZ,3,3.0,0.66666667,5.92666112,12.0,0.00222259,0.3625,0.0001196958282345678
3217,VUP,4,4.0,0.83333333,5.96002175,13.0,0.00282953,0.6666666666666666,0.00018728841396188444
3218,VVB,2,2.0,0.0,6.18666438,13.0,0.00052395,930.0368993696366,0.00014078233652181025
3219,VVC,1,1.0,,5.96182028,13.0,0.00247156,0.0,7.175812045606324e-05
3220,VVO,15,15.0,0.2952381,5.38576501,12.0,0.02169744,730.9247498694453,0.0004472904981779166
3221,VVZ,5,5.0,0.9,6.23099736,13.0,0.00401777,0.16666666666666666,0.00018344871413624911
3222,VXC,3,3.0,0.33333333,6.30243291,13.0,0.00022963,1.0,0.0001630354008688582
3223,VXE,4,4.0,0.66666667,6.19260713,13.0,0.00184219,1168.1061986730194,0.00021836683665866347
3224,VXO,2,2.0,1.0,5.39889143,12.0,0.01688606,0.0,8.628480539703233e-05
3225,WAA,6,6.0,0.46666667,6.7275174,14.0,2.861e-05,3.833333333333333,0.00036785649644370544
3226,WAE,3,3.0,1.0,5.61956998,12.0,0.00879087,0.0,0.0001181228541481704
3227,WAG,2,2.0,1.0,5.85840229,12.0,0.00111942,0.0,0.00011505747220568228
3228,WAI,5,5.0,0.3,6.18504465,13.0,0.00054023,4008.033406519655,0.00029561189982311585
3229,WAM,2,2.0,1.0,6.19293387,13.0,0.00054744,0.0,0.0001214416051668715
3230,WAQ,3,3.0,0.33333333,7.18677065,14.0,2.011e-05,12.000000000000002,0.00020118958575272334
3231,WAS,112,112.0,0.24259974,4.53734412,12.0,0.51716617,46873.83480483026,0.002353750993159552
3232,WAT,1,1.0,,5.19366585,12.0,0.01776177,0.0,5.995437359276746e-05
3233,WAW,55,55.0,0.45858586,5.27124608,12.0,0.37541514,10181.73242408491,0.0011574119495211454
3234,WBB,3,3.0,0.66666667,6.73039146,14.0,5.24e-05,10.466666666666665,0.00020360304455253935
3235,WBM,2,2.0,1.0,6.72785523,11.0,0.00015115,0.0,0.00015127722216382955
3236,WBQ,5,5.0,0.7,6.74766911,14.0,0.00013595,1204.4999999999916,0.00031445833268254513
3237,WDG,3,3.0,0.66666667,5.54764488,13.0,0.01510189,28.25864808124479,0.00012924807274784382
3238,WDH,14,14.0,0.16483516,5.32286907,12.0,0.03701266,19816.941721585605,0.0006200234360359432
3239,WED,2,2.0,1.0,7.72878538,12.0,2.98e-06,0.0,0.00017237433716664921
3240,WEH,3,3.0,0.66666667,5.62525127,12.0,0.00744942,0.4246153846153845,0.00010258152542125914
3241,WEI,2,2.0,1.0,6.14299376,11.0,0.00044863,0.0,0.00014071504466796136
3242,WFI,1,1.0,,6.18687504,13.0,0.00052335,0.0,8.020976107670561e-05
3243,WGA,4,4.0,0.66666667,5.87000391,12.0,0.0022633,7.389728131831452,0.00019703820855028234
3244,WGE,2,2.0,0.0,7.88902234,14.0,5e-07,3616.0000000000005,0.0002554729244328152
3245,WHF,1,1.0,,6.61789897,13.0,0.00017013,0.0,8.066777329013468e-05
3246,WHK,1,1.0,,5.86555006,12.0,0.00102304,0.0,7.606986622634524e-05
3247,WIC,4,4.0,0.83333333,6.28999485,13.0,0.00378635,79.5377582463902,0.00017150111126727253
3248,WIN,2,2.0,0.0,7.18215478,12.0,4.384e-05,1.3333333333333333,0.00013979439540032646
3249,WJA,2,2.0,0.0,6.59561946,13.0,4.895e-05,1798.8454627605088,0.0001855219800991708
3250,WJU,1,1.0,,6.24892673,12.0,0.00069999,0.0,6.7795865824357e-05
3251,WKA,1,1.0,,6.87829693,13.0,5.066e-05,0.0,8.591984353704908e-05
3252,WKJ,4,4.0,0.16666667,5.30321782,12.0,0.00749686,7231.0,0.0002531198548652623
3253,WKK,1,1.0,,6.72849567,14.0,2.52e-05,0.0,0.00011338335366344729
3254,WLG,22,22.0,0.18614719,5.85446872,11.0,0.00542659,9589.5280627792,0.0010090909782913067
3255,WLH,3,3.0,0.66666667,7.85328482,13.0,3.33e-06,4.25,0.0002220772498089742
3256,WLK,4,4.0,0.66666667,6.72454705,14.0,2.682e-05,1.0,0.00026098048954323897
3257,WLS,4,4.0,0.33333333,5.96954207,12.0,0.00123862,3675.0952380952367,0.0002502263113433726
3258,WMA,5,5.0,0.5,7.11400932,13.0,6.033e-05,19.92680317521338,0.00025937402895108853
3259,WME,2,2.0,1.0,5.9588789,12.0,0.00079995,0.0,0.00013637929745603496
3260,WMH,2,2.0,0.0,5.7298344,13.0,0.00690049,1124.6763148438426,0.00012344976346548533
3261,WMK,1,1.0,,6.71445309,14.0,0.00010558,0.0,0.00011128596853110998
3262,WMN,6,6.0,0.6,6.19224208,13.0,0.00056935,1458.9966619637512,0.000299724833170733
3263,WMO,3,3.0,0.33333333,6.7286025,14.0,2.627e-05,1805.7321428571431,0.00020973531767355417
3264,WMP,2,2.0,0.0,7.19105959,14.0,2.469e-05,2.5333333333333328,0.00014562994299045125
3265,WMR,3,3.0,1.0,7.10675783,13.0,3.527e-05,0.0,0.00016924581686211023
3266,WNA,2,2.0,1.0,6.72708457,14.0,2.631e-05,0.0,0.0001763334157475539
3267,WNN,4,4.0,0.0,8.63058986,16.0,1.91e-06,17.84545454545455,0.00030086796102339077
3268,WNP,2,2.0,1.0,5.71378719,11.0,0.0026725,0.0,0.00011095103045064419
3269,WNR,2,2.0,0.0,8.17638065,13.0,3e-07,1477.904000320842,0.00022386276255450047
3270,WNS,4,4.0,0.83333333,6.08381935,12.0,0.00240861,0.6666666666666666,0.00019231394825538025
3271,WNZ,25,25.0,0.62,5.64890322,12.0,0.02687409,794.0794042979655,0.000520524038999066
3272,WPB,2,2.0,1.0,7.1909711,14.0,2.499e-05,0.0,0.00013549040905011902
3273,WRE,1,1.0,,5.86555006,12.0,0.00102304,0.0,7.606986622634524e-05
3274,WRG,2,2.0,0.0,6.71043829,14.0,0.00010796,9.5,0.00018636765198876804
3275,WRL,1,1.0,,6.8179017,14.0,0.00010833,0.0,0.00010932671565681448
3276,WRO,5,5.0,1.0,5.18960921,12.0,0.05601804,0.0,0.0001312092881002341
3277,WRY,3,3.0,0.66666667,7.21243918,14.0,3.415e-05,0.5,0.00019494772162695218
3278,WSN,1,1.0,,6.7301168,14.0,2.559e-05,0.0,0.00011545105980600401
3279,WSU,1,1.0,,13.7239221,18.0,0.0,0.0,0.00017524942350409287
3280,WSX,1,1.0,,5.72080241,13.0,0.00569753,0.0,6.649166026843133e-05
3281,WSZ,1,1.0,,6.85445876,12.0,9.639e-05,0.0,8.044697579718303e-05
3282,WTA,3,3.0,0.66666667,7.19079413,14.0,2.561e-05,3.1666666666666665,0.00019324694795020726
3283,WTE,2,2.0,0.0,6.59561946,13.0,4.895e-05,1798.845462760509,0.0001855219800991708
3284,WTK,2,2.0,1.0,6.72693479,14.0,2.579e-05,0.0,0.00015193372965023984
3285,WTL,3,3.0,0.33333333,6.72695522,14.0,2.634e-05,1807.928571428571,0.00024707934126900945
3286,WTO,3,3.0,0.66666667,7.59529532,14.0,9.4e-07,0.5,0.0002492176484598217
3287,WTS,5,5.0,0.2,7.18759526,14.0,2.909e-05,7233.166666666669,0.00035040081162563433
3288,WUD,1,1.0,,7.6208088,13.0,6.13e-06,0.0,0.00012177063673928799
3289,WUG,8,8.0,0.10714286,6.72675681,11.0,0.00015149,32321.87023809525,0.0005795952304672758
3290,WUH,41,41.0,0.40609756,5.64770342,12.0,0.03196549,4758.365058698342,0.0008925243288962665
3291,WUM,2,2.0,0.0,8.72625654,13.0,1e-07,0.3333333333333333,0.0001687171794315579
3292,WUN,2,2.0,1.0,5.95893076,12.0,0.00079969,0.0,0.00014141940192724073
3293,WUS,10,10.0,0.88888889,5.65670153,12.0,0.01900968,1.348833209835951,0.0002340505128724542
3294,WUU,1,1.0,,7.37946014,14.0,2.528e-05,0.0,9.687289416202433e-05
3295,WVB,4,4.0,0.66666667,5.69283833,12.0,0.00671025,488.97701722673855,0.00018673355714046366
3296,WVK,2,2.0,0.0,7.18694553,14.0,1.912e-05,0.3333333333333333,0.00015060543830365425
3297,WVN,2,2.0,0.0,7.3716125,14.0,0.00012782,3616.0,0.00023267328237546803
3298,WWK,6,6.0,0.26666667,6.7263665,11.0,0.00015458,27069.395238095236,0.0004363539122097356
3299,WWP,2,2.0,1.0,6.71442816,14.0,0.00010749,0.0,0.00019354081483665067
3300,WWT,2,2.0,0.0,6.72700696,14.0,2.587e-05,1203.7857142857852,0.00017257080319394718
3301,WWY,1,1.0,,7.88949144,14.0,4.6e-07,0.0,0.00014651098643145863
3302,WXN,1,1.0,,5.85744734,12.0,0.00135621,0.0,6.289545990053524e-05
3303,WYA,1,1.0,,6.62086056,12.0,0.00034509,0.0,8.546264564569622e-05
3304,WYN,1,1.0,,6.9462523,13.0,1.976e-05,0.0,9.799707239716311e-05
3305,XAP,5,5.0,0.3,5.77452678,13.0,0.00500491,3601.7070802005023,0.0002541846386065788
3306,XAU,2,2.0,1.0,6.27846846,13.0,0.00032614,0.0,0.0001409230159327239
3307,XBE,2,2.0,0.0,8.63004289,16.0,5.5e-07,4.069047619047619,0.00018293913104907146
3308,XBJ,2,2.0,1.0,6.12621123,13.0,0.00474216,0.0,9.552623916976614e-05
3309,XBN,2,2.0,0.0,8.72860403,13.0,5e-08,1807.0,0.00019899729177893241
3310,XCH,2,2.0,0.0,6.958998,13.0,2.844e-05,0.5,0.00015955626964905375
3311,XFN,6,6.0,0.93333333,5.63021715,12.0,0.01207768,0.5658478681223786,0.0001566097635771296
3312,XGR,1,1.0,,6.86370738,14.0,0.00011157,0.0,0.00010103870153775122
3313,XIC,1,1.0,,6.69857723,12.0,0.00070147,0.0,6.0760551219998595e-05
3314,XIL,2,2.0,1.0,5.66468645,12.0,0.00601612,0.0,8.235876948234549e-05
3315,XKH,1,1.0,,6.77654777,13.0,0.00014312,0.0,8.381461181815905e-05
3316,XKS,5,5.0,0.2,7.63009167,15.0,3.63e-05,3202.7236446836964,0.0003484047490981159
3317,XLB,3,3.0,0.66666667,7.62915279,15.0,2.492e-05,0.5,0.00022565882654854846
3318,XMH,3,3.0,0.66666667,6.07010002,13.0,0.00045579,0.5,0.00019959499017416536
3319,XMN,39,39.0,0.41700405,5.38818244,11.0,0.05063253,5408.568078855347,0.0008296693444569317
3320,XMY,5,5.0,0.6,7.14303649,12.0,1.643e-05,4.4,0.000312453465790258
3321,XNN,6,6.0,0.73333333,5.61000496,12.0,0.00912151,141.7695575252219,0.00018004861673913587
3322,XPK,1,1.0,,7.62921754,15.0,2.404e-05,0.0,9.442040374008064e-05
3323,XQP,1,1.0,,6.62483524,14.0,0.00153095,0.0,7.612356125924727e-05
3324,XQU,2,2.0,0.0,5.70738945,13.0,0.00432975,3616.0,0.0001648844929857318
3325,XRY,11,11.0,0.94545455,5.11133388,12.0,0.10174983,3.937547336194831,0.0002282847999897264
3326,XSC,3,3.0,0.33333333,6.52549838,14.0,0.00066761,1808.9674176933718,0.00018902107740539662
3327,XSI,2,2.0,1.0,7.62920778,15.0,2.448e-05,0.0,0.00016420939780880148
3328,XTG,1,1.0,,9.17595099,14.0,1e-08,0.0,0.00015332874251511983
3329,XTL,2,2.0,1.0,7.62916256,15.0,2.449e-05,0.0,0.00015835707126210608
3330,XUZ,9,9.0,0.66666667,5.8785055,12.0,0.00632414,4.185178379988655,0.000217830874006723
3331,XYA,1,1.0,,7.16975095,11.0,2.089e-05,0.0,0.00010849477460680224
3332,YAA,2,2.0,0.0,5.70733646,13.0,0.00432978,3613.0,0.00014989577821501718
3333,YAB,2,2.0,0.0,7.6843648,15.0,1.27e-06,32.65309812001743,0.00017930553130783515
3334,YAC,2,2.0,1.0,7.62990799,15.0,2.968e-05,0.0,0.00015820657837888492
3335,YAG,2,2.0,1.0,6.41843617,14.0,0.0003966,0.0,0.00012653372965259414
3336,YAK,2,2.0,0.0,6.76753676,14.0,0.00015447,14.471428571428563,0.00017611954419493762
3337,YAM,3,3.0,1.0,5.41298303,13.0,0.00988087,0.0,0.00013556301086223058
3338,YAO,11,11.0,0.29090909,5.2420528,12.0,0.03287317,9858.447939235992,0.00038251336108650967
3339,YAP,2,2.0,1.0,6.2317471,12.0,0.00072191,0.0,0.00010471264199349275
3340,YAT,3,3.0,0.0,7.41766344,15.0,6.06e-06,5423.0,0.0003012979883379816
3341,YAX,2,2.0,1.0,8.63029185,16.0,1.18e-06,0.0,0.0001629095908470096
3342,YAY,4,4.0,0.33333333,5.99941623,13.0,0.00063266,15558.8551551439,0.0002772757230547934
3343,YAZ,1,1.0,,5.70744244,13.0,0.00432838,0.0,7.007950554951632e-05
3344,YBC,4,4.0,0.66666667,5.86021108,13.0,0.00719135,3041.07688106013,0.0001912727949837808
3345,YBE,1,1.0,,8.58673967,16.0,1.5e-07,0.0,0.00012395224668904163
3346,YBG,2,2.0,1.0,5.8679856,13.0,0.00633929,0.0,0.00011310004671140993
3347,YBI,2,2.0,0.0,7.98741845,15.0,2.2e-07,5444.696199831559,0.00022702785678845757
3348,YBK,4,4.0,0.33333333,7.64182006,15.0,2.43e-05,67.42118556345748,0.0002698085697383815
3349,YBL,2,2.0,1.0,5.70741594,13.0,0.00440665,0.0,0.00012187740095565222
3350,YBP,4,4.0,1.0,5.63305352,12.0,0.01113472,0.0,0.0001259616309565214
3351,YBR,4,4.0,0.66666667,6.6908842,14.0,0.00214918,9.0,0.00019981119858800977
3352,YBT,3,3.0,0.66666667,7.62915279,15.0,2.492e-05,0.5,0.00022565882654849203
3353,YBV,1,1.0,,6.63013136,14.0,0.00119458,0.0,7.762687891047624e-05
3354,YBX,3,3.0,0.33333333,6.99458829,14.0,2.37e-05,2426.153333369918,0.000221077862052119
3355,YCB,5,5.0,0.5,7.12526203,14.0,2.808e-05,52.06466355351501,0.00033474603374074823
3356,YCD,1,1.0,,5.70744244,13.0,0.00432838,0.0,7.007950554951632e-05
3357,YCG,2,2.0,1.0,5.65768744,13.0,0.00699504,0.0,9.647959754172065e-05
3358,YCH,2,2.0,1.0,6.51474658,14.0,0.00083513,0.0,0.00012970943763780053
3359,YCK,2,2.0,1.0,8.1221135,15.0,5e-07,0.0,0.00017666250349881955
3360,YCL,2,2.0,1.0,6.51474658,14.0,0.00083513,0.0,0.00012970943763774943
3361,YCO,3,3.0,0.33333333,7.12718942,14.0,2.671e-05,3514.8230713730736,0.00023335497170317993
3362,YCR,1,1.0,,7.63009227,15.0,2.122e-05,0.0,0.00011655701503676157
3363,YCS,2,2.0,1.0,7.63075245,15.0,2.333e-05,0.0,0.00015014611566860727
3364,YCY,3,3.0,0.33333333,7.07879656,14.0,4.368e-05,1775.5135685466496,0.0002383053757537557
3365,YDA,4,4.0,0.33333333,6.74975896,14.0,0.00021085,2458.7478095763768,0.0002740006120840579
3366,YDF,4,4.0,0.5,6.03005413,13.0,0.00199184,353.608496790717,0.0001974923619850028
3367,YDI,2,2.0,1.0,7.98758488,15.0,2.3e-07,0.0,0.000179691478443382
3368,YDN,3,3.0,0.33333333,6.62990979,14.0,0.00123314,3616.0,0.000204602269535115
3369,YDP,3,3.0,0.33333333,6.9877513,14.0,1.246e-05,5418.499999999998,0.00024223540667096455
3370,YDQ,1,1.0,,6.65751095,14.0,0.0001384,0.0,8.004238636188545e-05
3371,YEA,26,26.0,0.29230769,5.1316224,12.0,0.07700941,100452.97757462591,0.000919672045684731
3372,YEC,1,1.0,,5.41679741,12.0,0.00518989,0.0,6.439633892244534e-05
3373,YEK,3,3.0,1.0,7.63156809,15.0,4.579e-05,0.0,0.0001994760644710762
3374,YER,2,2.0,1.0,7.62980628,15.0,2.969e-05,0.0,0.00015580015109459898
3375,YEV,8,8.0,0.10714286,7.1341224,14.0,3.284e-05,13777.108603884903,0.0006116755938925496
3376,YFA,2,2.0,0.0,7.41763813,15.0,6.06e-06,1807.0000000000002,0.00019349492513473363
3377,YFB,13,13.0,0.05128205,6.07897693,13.0,0.00241325,40790.179546983985,0.0008862930150674396
3378,YFC,6,6.0,0.86666667,5.35739967,13.0,0.0194583,3.3324175824175826,0.00019633720798068515
3379,YFH,4,4.0,0.0,6.42944731,14.0,0.00036906,9831.616863888368,0.0003082016414920632
3380,YFJ,1,1.0,,7.12738489,14.0,2.62e-05,0.0,9.718337281205592e-05
3381,YFO,2,2.0,1.0,6.63012159,14.0,0.00121618,0.0,0.00013500326767036105
3382,YFS,2,2.0,0.0,6.64368352,14.0,0.00010549,153.65324937790112,0.0001523432412897212
3383,YFX,2,2.0,0.0,7.99879812,15.0,2e-07,5394.303800168443,0.00022976427528636017
3384,YGB,1,1.0,,6.70733646,14.0,7.69e-05,0.0,0.00011153527933672408
3385,YGH,3,3.0,0.66666667,8.13285883,15.0,1.07e-06,61.824700136464784,0.0002468061813014818
3386,YGJ,1,1.0,,5.30646428,12.0,0.00666652,0.0,6.634282998029369e-05
3387,YGK,2,2.0,0.0,5.41956459,13.0,0.00930005,8958.308414838753,0.00012504561113002065
3388,YGL,4,4.0,0.5,5.866999,13.0,0.00647553,3527.84686005999,0.00021076997616516972
3389,YGO,4,4.0,0.83333333,6.62981098,14.0,0.00126273,0.3333333333333333,0.00023162528488263577
3390,YGP,3,3.0,0.0,6.85429666,14.0,0.00016343,336.11458376876607,0.00019358523119064657
3391,YGR,3,3.0,0.33333333,6.6467586,14.0,0.0020063,445.03811065562013,0.00015734037147266012
3392,YGT,2,2.0,1.0,7.07892809,14.0,4.364e-05,0.0,0.0001728857351757866
3393,YGV,2,2.0,1.0,7.50285397,15.0,1.718e-05,0.0,0.0001541954229152416
3394,YGW,5,5.0,0.4,5.86728742,13.0,0.00635004,8939.066631883583,0.0002819588301686719
3395,YGX,3,3.0,0.66666667,6.6297498,14.0,0.00121982,1196.9172283448952,0.0001865052319198438
3396,YGZ,1,1.0,,7.68451596,15.0,1.24e-06,0.0,0.00010779036843495592
3397,YHA,2,2.0,0.0,9.99428388,17.0,0.0,6.0,0.000249249178894636
3398,YHD,5,5.0,0.5,6.63031653,14.0,0.00160589,157.68766734685198,0.00027553356969581955
3399,YHF,1,1.0,,7.41835783,15.0,3e-06,0.0,0.00012732839301720164
3400,YHG,2,2.0,0.0,8.98711889,16.0,0.0,1835.6961998315528,0.00024387710998311721
3401,YHI,2,2.0,0.0,8.12539386,15.0,4.8e-07,1.75,0.00018650534860061276
3402,YHK,5,5.0,0.5,7.12533648,14.0,2.764e-05,1391.8200968329772,0.00033104617790699246
3403,YHM,5,5.0,0.4,5.82641019,13.0,0.01110399,276.9637440204172,0.00018931122629955294
3404,YHO,4,4.0,0.33333333,7.98821571,15.0,4.5e-07,4.0,0.0003275234983630243
3405,YHP,1,1.0,,7.62936181,15.0,2.214e-05,0.0,9.812014394581725e-05
3406,YHR,6,6.0,0.26666667,7.50231353,15.0,1.722e-05,10263.567103138026,0.0004266966698967784
3407,YHY,3,3.0,1.0,6.1309454,13.0,0.00141968,0.0,0.00017659723759864314
3408,YHZ,22,22.0,0.22943723,5.66076665,13.0,0.06660906,15603.746023448708,0.0007223323668939876
3409,YIF,3,3.0,0.33333333,7.97901921,15.0,7.3e-07,97.88671711865454,0.00023254936225619357
3410,YIH,7,7.0,0.95238095,5.62430022,12.0,0.01283262,0.5658478681223786,0.00018162988155290215
3411,YIK,2,2.0,0.0,8.86356417,16.0,7e-08,1.3333333333333333,0.0002076379519745757
3412,YIN,1,1.0,,6.72669875,13.0,0.00062261,0.0,6.936817870158332e-05
3413,YIO,3,3.0,0.0,8.08602099,15.0,1.58e-06,2.5,0.00025240645719837285
3414,YIV,4,4.0,0.5,6.62982691,14.0,0.00124105,3615.9999999999995,0.0002671722754954874
3415,YIW,7,7.0,0.9047619,5.61013744,12.0,0.01003469,0.09166666666666667,0.00017281949533361814
3416,YJT,4,4.0,0.5,6.02646905,13.0,0.00183938,371.2994578323475,0.00019950842288171667
3417,YKA,4,4.0,0.83333333,5.65113064,13.0,0.00756095,0.5,0.0001634324369210186
3418,YKF,1,1.0,,6.09131485,13.0,0.00210531,0.0,6.633435409593318e-05
3419,YKG,3,3.0,0.0,6.86353615,14.0,0.00011168,7222.15844155844,0.00027404004898929057
3420,YKL,2,2.0,1.0,7.50253226,15.0,1.74e-05,0.0,0.0001539647882614943
3421,YKM,1,1.0,,5.72080241,13.0,0.00569753,0.0,6.649166026843133e-05
3422,YKN,1,1.0,,6.8178161,14.0,0.00011428,0.0,9.134899354798184e-05
3423,YKQ,6,6.0,0.06666667,6.86735322,14.0,0.00036364,7425.119455705511,0.0004031116757415785
3424,YKS,8,8.0,0.42857143,5.41632979,12.0,0.01419163,1862.5377427259943,0.0002635627567368198
3425,YKT,1,1.0,,7.70707151,15.0,1.39e-06,0.0,0.00012409728876567043
3426,YKU,2,2.0,0.0,6.86727273,14.0,0.00011279,3593.216666666667,0.0001759278299444903
3427,YLC,1,1.0,,7.07894437,14.0,4.286e-05,0.0,9.940929772610168e-05
3428,YLE,1,1.0,,7.12738489,14.0,2.62e-05,0.0,9.718337281205592e-05
3429,YLH,2,2.0,0.0,7.43027646,15.0,1.311e-05,3.695238095238096,0.00016638579881096677
3430,YLL,1,1.0,,5.73665615,13.0,0.00266666,0.0,6.785946181005033e-05
3431,YLR,2,2.0,1.0,7.62920778,15.0,2.448e-05,0.0,0.0001642093978087549
3432,YLW,7,7.0,0.80952381,5.63900639,13.0,0.02406937,102.07502637157275,0.00023363383511334696
3433,YMH,2,2.0,0.0,6.99910717,14.0,1.124e-05,9003.303800168447,0.0001980302779636484
